,1_CSF3R,1_MPL,1_NRAS,2_DNMT3A,2_SF3B1,2_IDH1,3_MYD88,3_GATA2,4_KIT,4_TET2,5_NPM1,7_BRAF,7_EZH2,8_RAD21,8_MYC,9_JAK2,10_PTEN,10_SMC3,11_WT1,11_ATM,11_KMT2A,11_CBL,12_ETV6,12_KRAS,12_PTPN11,13_FLT3,15_IDH2,17_TP53,17_NF1,17_STAT3,17_PPM1D,18_SETBP1,19_CALR,20_ASXL1,20_GNAS,21_RUNX1,21_ERG,21_U2AF1,22_CHEK2,X_ZRSR2,X_BCOR,X_KDM6A,X_SMC1A,X_STAG2,X_PHF6
5612,982,16,98,1016,879,152,363,42,1296,3989,122,1190,3934,1013,477,101,308,655,475,335,2022,554,806,711,652,1008,92,1167,4343,30,484,684,12,846,52,678,237,521,260,679,1681,1078,547,1116,1029
5613,575,63,340,2924,560,92,327,107,1147,3884,165,1363,2560,686,403,270,80,653,500,271,2364,326,788,385,653,947,174,1639,3600,64,282,990,31,1429,74,979,293,311,204,855,1710,1362,319,635,824
5614,4340,244,1548,17066,3882,703,2095,499,6976,21306,735,7859,19875,4281,2625,1234,1306,3346,3125,1484,13025,1960,6060,2706,2815,4615,1263,7457,21503,510,1639,4362,324,7405,843,5263,1589,3448,1215,2551,8408,9355,1383,6406,4251
5615,153,0,93,946,789,47,132,110,730,2221,177,661,1364,239,200,10,84,224,284,170,1313,179,600,314,332,616,80,843,1541,0,182,599,0,295,5,294,258,585,59,376,295,763,167,487,674
5616,154,0,105,943,294,23,151,85,478,1517,62,592,1159,149,276,53,100,301,113,295,1158,112,212,165,166,317,40,233,1471,5,109,275,69,557,29,138,113,330,50,341,505,163,62,415,289
5617,381,0,108,2691,389,59,570,50,1421,3191,21,663,14,345,311,103,219,488,388,301,1955,141,361,690,451,724,113,984,3218,57,392,774,80,1205,175,745,257,823,190,561,1093,1257,96,819,1083
5618,466,0,424,2665,1028,81,394,160,2024,4714,135,1309,2094,1033,617,321,564,521,598,559,692,466,538,459,763,1077,198,1311,5730,13,413,1049,8,1547,0,673,416,587,321,1126,1845,1012,351,1138,994
5619,1477,9,680,4439,2418,259,777,46,2774,8025,154,4526,9599,1210,792,467,1139,1587,1109,741,5388,1032,1942,1294,1244,2688,270,2938,11274,113,947,1994,42,2255,373,1809,684,938,484,1940,2613,3239,561,2768,2030
5620,1107,30,240,2070,1187,343,591,171,2477,4727,122,2440,4503,1227,346,469,448,809,948,456,2846,824,851,1021,551,1613,170,1367,6629,71,451,961,60,1468,189,1005,205,541,445,1010,2852,1823,458,1050,1404
5621,565,3,211,1674,403,170,214,47,689,1276,155,1075,1696,299,287,56,57,152,436,137,1143,193,472,256,336,520,132,845,2273,6,224,354,10,565,61,535,211,306,228,542,712,807,334,458,115
5622,564,0,254,3411,680,346,268,425,1981,6776,363,2776,5294,1253,492,158,393,674,612,748,3898,401,1117,514,553,1379,61,1847,5666,57,414,1067,92,1457,72,646,346,1493,5,1522,1096,1817,236,1063,4
5623,963,7,371,4184,1402,274,394,62,1222,7394,328,2759,6052,1383,721,100,587,1240,739,789,4009,772,1165,825,777,2041,87,910,6460,48,575,1320,150,1899,79,653,698,1581,411,1678,2599,2035,579,1937,2001
5624,464,0,131,3619,848,165,238,26,1436,4736,41,1417,2791,1274,365,111,245,445,828,317,3029,379,702,1025,767,1709,25,1348,4469,97,346,938,0,1761,0,619,188,936,285,914,1818,591,477,1414,1459
5625,595,213,212,2366,829,104,152,31,567,4152,104,1390,2901,636,395,101,145,481,369,470,2286,225,690,296,381,825,53,1460,2959,35,304,685,77,1149,94,311,340,160,79,654,1454,1133,268,903,1024
5626,786,12,216,3729,1201,116,437,62,2112,5369,599,3008,4657,1068,629,180,446,1302,898,784,3317,449,1550,785,649,1659,110,829,6097,63,699,1028,286,2170,82,1399,405,623,251,1163,1984,828,668,1617,1698
5627,593,112,546,2982,1033,163,411,19,2089,3332,253,2055,4824,1017,883,63,94,634,453,821,3611,230,1091,518,519,367,89,1938,4309,39,150,1614,70,1129,197,463,322,733,160,1232,1907,670,562,557,654
5628,483,0,425,1913,903,77,155,275,2248,4590,86,1672,1523,500,194,84,520,674,523,333,2832,522,274,305,580,862,23,1906,3395,75,452,969,4,1503,4,358,216,967,144,810,1946,314,189,315,1182
5629,771,126,342,3292,900,239,306,90,1865,4485,316,2467,5381,1324,598,191,138,1118,837,545,2440,489,1029,563,747,1122,167,1971,5165,24,522,626,58,1583,94,674,684,1016,224,1636,2136,1505,3,1277,1731
5630,269,0,147,1170,292,41,6,162,746,2436,133,533,1633,471,358,16,130,315,75,182,1567,119,378,252,235,21,22,681,1403,17,155,329,0,460,31,167,186,469,20,467,661,619,158,171,555
5631,699,0,249,2160,513,156,58,310,883,3938,72,1141,3147,889,283,90,389,435,589,441,2720,238,552,218,673,480,28,1055,2838,36,479,876,20,966,209,918,314,591,47,607,1251,977,344,739,670
5632,1419,69,775,3027,2346,663,754,231,3213,8165,584,2294,7517,1178,944,375,496,1739,955,883,4082,958,1777,675,1407,1797,253,2556,7771,160,856,2164,76,2163,476,1143,577,1074,357,1766,3910,2444,574,2899,2224
5633,717,9,384,5525,438,248,590,274,2457,6308,166,2728,4066,1176,1018,190,208,1067,1111,832,3927,528,1360,735,659,1254,228,2001,6373,73,688,1388,38,1873,6,877,490,785,228,1486,2227,2237,338,1870,1799
5634,880,0,925,4042,1424,546,347,26,2266,7346,189,1489,4554,1294,1006,27,584,747,992,615,3177,464,894,1183,1243,1995,261,2726,6498,39,290,1470,61,2140,335,1010,390,1057,521,1341,2345,1686,281,2089,1923
5635,667,13,320,3108,1350,119,323,160,2301,5311,446,2279,5025,1151,735,96,222,249,492,332,2771,417,859,491,537,788,118,1836,4128,50,136,452,65,1414,203,694,489,685,132,1166,1617,1210,347,1355,1434
5636,420,11,123,2262,735,103,101,129,951,3839,200,701,3579,250,286,44,272,492,278,409,1031,367,523,336,389,728,142,1023,2757,31,235,905,90,407,57,165,129,489,140,817,1688,290,158,854,3
5637,2187,0,755,4979,3159,589,1038,942,3748,9567,774,3565,5781,1317,1828,669,1398,2015,1216,1118,7868,1086,1367,1646,1125,2453,512,6853,13689,231,913,2414,97,4841,697,3470,774,2093,921,2231,4881,3786,1575,3195,3312
5638,744,0,459,3151,1113,203,268,115,1833,4487,205,481,2269,268,634,197,329,834,377,412,2409,244,612,251,922,982,138,1688,3090,47,194,811,48,1490,158,1122,338,384,197,1012,1134,1961,346,1460,945
5639,1769,98,451,9029,1384,585,880,715,2788,8248,552,3555,6277,1741,1278,631,943,2384,1006,1037,8924,1103,1909,1138,2284,1555,727,3168,8335,68,825,1269,31,3384,223,2276,844,1899,560,2814,4791,2173,694,2183,1686
5640,511,0,369,2347,815,158,115,1,2058,2356,60,1481,1938,443,654,35,131,163,370,219,1496,253,535,414,750,667,84,1755,3251,6,231,855,0,824,151,348,213,676,142,835,1468,1639,324,1003,527
5641,1124,15,269,4197,1123,277,933,393,1565,5867,471,2548,4722,1236,859,231,329,513,686,420,4236,534,1723,649,1036,1573,11,2047,5971,40,549,1167,66,1816,189,1403,380,929,405,1376,2344,2170,811,1778,1675
5642,677,0,585,4032,1023,323,587,107,1420,5585,433,980,2305,933,799,124,340,754,832,713,3496,648,408,332,727,882,59,2253,4794,56,456,1169,58,1594,201,1068,389,655,230,1377,2101,1460,527,1719,2
5643,431,1,232,1406,510,110,267,123,1171,2622,7,761,1401,499,412,52,229,222,472,351,2180,213,294,463,248,669,77,1092,2323,18,223,576,12,558,42,310,216,371,92,590,1188,1064,231,1005,487
5644,472,0,265,2695,538,126,142,48,955,3702,389,1786,3527,388,494,60,378,441,327,393,1627,250,799,333,368,713,55,1146,2511,79,238,597,12,1114,81,308,323,497,157,683,377,1109,269,213,654
5645,735,0,109,2402,1084,125,495,239,773,2049,44,1849,4719,1056,458,133,183,890,310,514,2500,377,807,552,664,1039,80,1286,4793,32,264,311,18,1108,144,468,423,454,297,1055,632,1601,780,1294,1058
5646,517,20,286,3029,1231,224,143,272,2083,6016,238,633,2856,1048,446,214,369,810,600,725,3412,326,437,77,1022,1405,62,2090,6355,21,625,697,45,1461,117,471,205,761,289,1056,641,1533,310,1353,1957
5647,517,0,177,2176,1099,213,176,51,1602,3755,342,1363,2241,979,570,66,170,565,376,757,3485,297,371,285,489,914,5,1115,3097,29,375,810,47,717,78,324,184,849,103,500,1629,1511,380,1430,1344
5648,398,0,295,1787,281,75,116,15,987,3540,151,1109,2416,486,243,32,185,414,323,353,2328,249,460,233,404,623,155,1012,2966,23,164,431,80,750,50,276,287,223,98,441,267,852,168,813,572
5649,463,28,308,1762,846,99,289,78,1617,5280,56,795,2528,676,724,123,356,503,429,433,2673,322,539,737,504,1096,150,1646,4026,44,460,823,14,1490,6,422,333,429,48,1187,2053,1776,411,949,1447
5650,1433,29,923,4460,1940,428,743,198,3197,5721,321,2768,6955,1395,1424,326,514,1248,992,734,4915,1075,1780,785,1394,1992,182,3001,10746,134,863,1342,49,1955,192,2052,728,789,383,1222,1725,2546,596,1864,1432
5651,481,0,343,1013,653,65,601,103,1093,3350,67,709,1394,493,224,209,101,359,374,287,1593,238,513,132,435,879,15,664,3740,41,439,606,25,898,127,525,175,494,153,757,139,1417,246,694,934
5652,809,13,702,3374,1506,102,656,252,1364,5547,243,2197,2762,1430,687,258,376,787,708,701,3692,360,1042,689,244,1607,209,1268,4831,52,546,850,97,1691,275,774,523,1386,215,1545,1561,2130,454,2195,1244
5653,897,0,629,3039,621,94,218,226,1354,4656,250,1655,5079,367,376,311,395,795,901,545,3187,334,943,917,626,751,142,1799,3123,41,484,814,36,1470,13,746,475,424,114,1183,1801,1392,601,1418,1577
5654,820,0,346,1803,1278,167,449,158,1787,5085,232,1225,2296,777,311,119,501,863,943,517,3063,305,426,348,635,1402,63,1597,6193,62,478,1148,48,1413,118,867,524,634,289,1117,1126,2660,718,1137,1566
5655,330,33,127,1124,410,6,108,36,929,2891,44,1130,2122,111,426,72,117,122,440,298,1899,199,285,252,276,394,98,561,2741,12,248,704,70,746,44,227,268,174,40,425,1120,427,361,489,687
5656,191,38,129,1849,664,92,409,83,1387,2908,155,964,1765,523,204,94,393,524,653,501,2288,255,261,1074,747,880,119,988,2305,29,203,776,22,1021,116,834,341,529,171,772,1381,852,189,1239,943
5657,831,58,302,3206,569,117,204,68,1359,3706,39,1295,2417,8,146,184,392,586,479,289,2658,424,689,321,453,674,110,1641,3656,114,453,691,6,949,15,596,246,372,175,981,1108,1293,495,827,1080
5658,994,79,303,3737,1093,164,440,43,2004,4266,344,2154,5164,1175,705,94,438,363,559,345,3506,578,835,759,759,1869,211,2208,6003,99,328,1145,51,1582,119,783,611,777,164,1125,2070,1911,439,1837,896
5659,170,0,526,101,653,31,410,102,1696,3259,414,1455,4147,413,516,60,771,350,267,712,2500,250,825,362,444,722,107,1544,4927,47,516,613,28,1132,136,632,245,611,176,783,1523,925,537,1179,1572
5660,1217,0,132,6330,2126,389,677,219,3949,7910,491,4582,10127,2277,1154,189,1121,1280,921,1081,5796,1293,1583,1446,1440,2056,229,3334,10652,123,993,1475,130,2013,254,1113,772,1925,454,2317,3097,2845,894,2460,2140
5661,282,35,526,1409,678,47,487,58,1202,4963,148,2213,3745,1350,457,256,557,738,572,503,3135,378,893,527,318,942,50,1045,5095,32,317,497,119,1330,96,881,299,880,174,553,853,1149,188,1111,754
5662,779,214,382,4416,670,188,521,266,1677,4654,78,2082,4268,793,986,140,337,515,949,393,3034,426,1253,739,833,1150,308,2170,4575,58,232,1340,58,1817,391,1097,434,590,294,925,1951,1552,805,1606,1331
5663,758,80,209,4058,1271,432,196,163,1762,6030,444,2272,5935,606,507,228,504,957,905,238,2426,432,823,901,1087,1167,325,1713,6820,75,337,1177,43,1446,57,780,543,1031,257,977,1443,1524,423,1138,1556
5664,143,5,38,936,241,36,1,37,582,931,41,613,1291,345,131,16,48,99,206,117,746,92,285,142,128,327,50,565,1393,3,95,229,4,462,10,161,137,200,16,208,560,242,116,409,321
5665,252,12,163,1412,534,175,81,104,970,1941,223,998,1623,445,200,32,130,460,266,294,1075,226,364,147,375,589,97,702,2621,12,133,530,44,503,57,326,100,268,64,454,700,621,298,554,757
5666,1312,116,621,3480,1060,247,408,78,3288,7347,560,1745,4205,36,608,146,741,1314,1228,711,4660,841,532,1069,967,1579,155,3095,6767,62,808,1630,60,1632,308,908,369,1356,250,1559,1987,2269,530,2014,1670
5667,895,36,273,3684,954,47,162,81,1413,3826,52,1583,3634,823,511,112,130,368,437,237,2586,319,684,693,532,1054,219,966,3846,37,257,787,10,1113,124,758,177,494,126,519,1702,961,287,1138,984
5668,1487,29,338,2537,1131,444,683,320,2257,6239,127,3001,8354,1192,616,113,296,1216,1008,187,3821,361,1449,1003,553,1991,231,1731,8050,233,835,1198,50,1026,318,1085,244,831,238,1412,320,2114,420,94,1972
5669,3297,228,1731,11851,4119,1259,2374,738,7129,22158,1151,6759,16941,3861,1762,1354,1442,3448,2973,2140,11550,2221,3599,2887,3825,4456,786,8205,21796,481,1513,3680,171,9851,545,4196,1528,3585,1137,5506,7675,7676,2509,6128,7256
5670,652,6,329,1704,654,160,202,45,1495,4084,91,417,2240,1218,441,62,435,461,662,570,2946,567,476,861,470,967,137,856,4739,62,460,966,0,1291,139,750,398,602,190,919,1317,1976,551,1579,1571
5671,642,65,285,1419,737,139,173,96,1314,3268,272,667,1824,568,381,61,173,552,339,452,1817,264,242,300,536,857,45,1260,2835,51,267,613,0,847,184,269,253,335,196,662,1264,1159,442,1217,1236
5672,170,1,217,2433,891,179,140,0,1362,3246,329,293,1368,341,208,173,328,240,493,407,2468,388,434,671,616,977,175,837,1526,30,0,693,2,1213,1,451,278,571,353,1551,1770,2249,421,1332,1639
5673,198,7,92,1010,571,101,46,43,539,1868,78,852,1975,438,267,49,111,250,194,243,1060,163,338,138,182,373,29,652,1506,25,89,469,17,389,53,198,81,359,56,304,648,571,247,523,601
5674,330,0,239,2738,763,111,70,213,1215,3161,337,1347,3108,583,273,101,355,363,515,273,2192,427,757,237,307,741,176,1315,2737,38,335,348,4,1170,120,458,178,757,123,771,1439,1159,276,953,941
5675,913,20,271,1836,1078,340,130,73,1676,3919,152,1765,4524,1341,394,195,485,577,614,527,1432,359,1202,899,705,430,185,1867,5757,110,536,869,30,1581,155,662,256,900,139,949,2202,821,574,1164,1049
5676,479,126,98,2397,618,149,123,57,1101,2612,27,907,1189,556,320,119,142,410,348,340,1846,208,540,418,492,546,261,1111,2862,34,156,521,24,628,124,319,173,574,155,470,1012,948,236,608,454
5677,607,3,170,3011,842,181,382,0,1192,3354,65,1018,2340,808,470,153,291,520,450,406,2193,448,727,536,488,957,73,1205,3699,50,352,738,19,797,72,609,228,767,134,398,1394,1070,330,717,1002
5678,551,0,227,2816,831,66,177,109,2080,3781,154,1300,3103,789,495,101,504,445,560,189,2521,435,670,250,426,701,174,925,3644,38,300,1173,73,423,116,390,490,763,100,723,1566,728,531,1268,994
5679,672,0,315,3843,978,313,360,309,2084,3276,134,2651,5951,1179,477,4,239,949,939,642,3152,670,1394,711,820,1329,166,1684,5195,43,438,1107,6,1457,208,971,579,678,255,1128,1751,1101,323,1475,834
5680,1391,54,478,6407,1449,341,250,137,2022,4699,154,2402,8138,1731,796,141,401,1100,873,554,3468,618,1478,1263,566,680,297,1932,6443,114,433,1822,9,2257,213,1431,593,1748,205,171,2693,2309,658,2468,1253
5681,265,33,109,994,569,92,204,51,1201,2550,271,1299,2958,444,226,20,185,469,365,244,1376,176,517,439,365,518,21,301,1004,19,182,475,8,289,31,290,248,379,65,439,835,874,263,612,877
5682,359,4,398,1727,913,293,314,41,743,4944,47,1916,3967,1124,432,44,389,494,666,631,2997,689,590,254,466,996,57,1403,4009,60,174,1149,8,1110,105,422,330,675,54,1002,1671,1619,46,1773,1632
5683,497,62,180,2273,881,34,272,111,1179,3105,143,921,3490,460,514,146,168,490,515,345,2035,355,727,341,287,700,85,1122,2423,39,113,770,58,764,99,847,276,405,67,793,1500,1036,187,1369,957
5684,262,0,100,2159,666,51,94,168,1117,3300,79,1064,2707,828,344,12,209,302,174,217,915,198,528,392,241,441,51,853,1480,21,152,810,112,842,16,183,234,307,48,505,910,1009,43,462,759
5685,711,15,336,3475,1571,235,411,210,2457,6634,389,2531,6530,916,629,95,311,810,502,941,4030,582,895,646,657,1329,89,2004,6909,51,379,1920,132,1763,64,842,549,1060,205,1253,2253,1731,690,999,2395
5686,1336,1,746,6125,1306,422,369,12,2186,5919,135,2489,5498,1138,643,171,590,1516,803,653,3514,561,1564,576,1234,1918,355,3328,4248,49,455,833,66,1725,274,825,500,909,305,1620,2396,1871,400,2188,1856
5687,265,0,197,1753,1075,36,179,9,1035,2759,151,1617,3450,464,324,109,387,349,231,182,1809,305,881,409,264,853,107,866,2876,24,83,634,0,885,165,377,133,277,129,712,1086,1310,218,940,635
5688,353,12,110,1695,216,79,84,82,439,1516,74,736,1873,295,229,80,204,315,116,116,714,176,603,208,510,757,54,593,1917,17,233,493,10,602,33,322,114,301,85,329,720,590,189,612,375
5689,385,0,64,756,235,77,26,91,841,1884,68,559,19,192,247,55,285,275,186,109,1282,236,150,500,359,543,10,844,1687,16,163,263,6,524,0,379,98,397,12,221,818,684,193,681,697
5690,812,154,346,3804,852,74,646,243,1491,4434,104,1931,3674,679,747,111,239,551,715,462,2836,293,1003,573,551,809,82,1731,4095,49,266,1133,28,1639,220,973,221,718,218,993,1846,1923,424,798,1090
5691,918,77,546,4056,1421,244,665,316,2583,7513,340,1796,4741,1301,899,270,559,880,1192,545,4603,664,860,512,1016,1808,128,2566,5882,76,423,1791,59,1358,235,1403,490,1401,354,1796,3033,3105,558,2280,2060
5692,1281,0,495,7362,1434,600,515,318,3955,8168,396,3675,6476,560,1126,473,1133,2431,776,363,5216,394,767,1429,1577,1780,546,2921,9640,204,966,1822,32,1483,58,884,106,379,343,1938,5153,4479,935,4104,2017
5693,1739,48,496,4358,2525,819,814,415,3572,11829,323,2779,5442,2085,620,252,593,2023,681,930,6795,1160,974,2517,1502,2344,389,3154,12782,205,1066,1350,74,2552,319,1678,471,1569,662,2644,4104,3348,974,3115,2733
5694,391,44,259,2215,623,185,184,68,1003,2085,187,1006,3398,662,412,103,241,560,490,333,2652,173,548,350,363,453,123,1200,2737,32,278,609,2,1092,224,526,433,534,124,793,1273,1264,467,1066,955
5695,1399,56,516,3842,863,242,628,269,3410,8368,717,2051,4188,1027,952,166,629,940,1221,604,4682,1225,793,900,1175,1812,301,3064,8011,121,712,1527,8,1576,438,1140,457,1117,342,1075,3411,938,705,2120,3160
5696,687,149,402,5369,1425,472,56,10,2281,6869,9,3330,5871,29,185,198,436,882,774,372,3135,937,1210,948,457,1644,162,1022,4198,126,695,1076,74,1600,182,456,329,529,209,1164,2442,1199,489,1251,1185
5697,2041,1,643,7248,2165,314,902,513,4025,12397,179,5357,8990,2329,1527,594,1139,2328,1875,784,6402,1276,2361,1060,1610,3586,545,4403,14032,261,1239,1633,201,2466,317,2068,794,1496,547,2760,3578,3279,952,3170,2150
5698,228,24,368,1080,667,11,75,161,1234,2941,207,989,1727,722,467,38,203,294,317,460,2501,172,488,209,298,382,61,1174,2992,17,164,473,10,453,63,232,139,46,71,651,15,535,152,810,588
5699,2033,78,563,5333,1544,599,772,318,3180,8887,333,3470,6526,1781,1066,395,316,1109,1628,487,5567,1044,1365,1366,1310,1853,499,3240,9516,106,635,1992,85,2549,266,1382,345,1656,328,2357,4285,3179,779,1808,2665
5700,667,0,206,4385,1765,176,558,364,2446,6710,268,2572,6460,1626,578,121,380,1550,941,897,4656,377,1547,401,1003,1125,213,2808,6260,36,414,1360,109,606,166,984,266,1127,200,1748,975,1359,812,1865,2039
5701,1701,0,677,6530,1140,414,1205,16,2549,7450,37,3592,6279,995,810,248,285,864,1324,624,5059,416,1264,673,1143,1466,247,2725,5673,259,461,483,20,2323,128,1245,716,1064,249,1173,3255,2746,327,2144,1632
5702,360,0,172,2527,662,150,86,186,775,3495,207,745,1068,819,484,68,366,475,622,424,2257,207,286,100,192,706,53,1109,3979,15,423,795,4,956,100,596,190,705,100,553,1251,796,307,590,640
5703,686,0,404,3372,411,190,167,295,1785,4582,308,1846,1875,633,492,99,166,948,755,289,1892,482,995,490,778,1083,93,2144,5298,31,473,773,90,1237,182,813,406,844,190,1114,2061,1426,514,340,1624
5704,164,0,484,2888,886,504,178,94,1796,6033,281,3027,5247,819,725,105,329,458,874,526,3694,673,931,862,229,1745,136,1982,6487,36,493,1232,57,983,149,701,188,501,317,1685,124,2439,240,2233,1769
5705,120,54,136,1135,433,83,262,95,845,3334,170,1280,3402,739,166,82,306,547,285,244,1578,208,673,304,507,706,59,1247,2816,31,351,696,60,786,139,168,155,582,63,500,1002,848,350,1020,557
5706,464,46,385,3134,617,119,162,93,1523,4710,72,2140,1975,199,184,1,353,691,218,211,3003,399,1142,523,784,768,200,2126,3502,25,352,1082,68,584,117,358,338,588,138,770,1777,983,155,14,1213
5707,309,36,211,1366,247,32,86,0,534,1840,220,781,1201,167,318,27,193,259,395,151,1002,47,253,210,218,202,13,671,1324,9,247,293,51,508,42,347,143,393,40,444,686,640,114,424,358
5708,1081,62,424,4611,529,209,729,349,1265,5010,158,1359,3623,1001,433,175,380,927,1021,356,3389,592,1284,495,901,1239,277,1634,5625,147,517,1431,30,1619,245,880,393,427,347,1409,2322,2104,449,1687,1469
5709,127,27,195,816,343,27,236,1,521,1881,145,539,734,263,84,47,53,292,149,207,1007,89,239,115,222,369,61,741,1274,5,99,538,4,350,18,148,112,245,41,25,500,463,222,405,576
5710,551,143,155,2982,993,168,255,215,1965,3056,184,1940,4017,1018,502,123,476,622,306,797,2728,248,1123,486,563,1296,56,1339,3447,45,216,744,122,1518,54,803,376,411,179,1057,2361,943,447,1429,1450
5711,265,2,238,1609,381,0,149,82,457,2184,153,338,2481,297,282,53,199,223,79,400,1551,485,395,232,409,297,16,363,1453,15,38,727,72,503,95,412,204,393,120,342,743,571,130,346,575
5712,354,0,0,992,480,217,100,113,897,2548,11,1047,2265,551,342,114,177,414,238,234,1253,309,468,221,382,608,36,398,2351,27,264,501,21,448,71,315,187,113,22,689,946,495,183,889,702
5713,811,0,114,2990,923,118,218,103,1726,4229,48,939,2562,822,430,115,415,519,397,622,3281,510,509,896,479,997,130,1318,4847,33,292,1038,54,1133,105,1013,208,1083,250,781,1669,1596,173,1483,1072
5714,352,8,264,1721,279,73,157,202,1198,3321,185,1512,3132,816,559,128,375,396,400,383,2574,256,599,414,426,793,158,1290,3223,2,159,814,28,877,76,704,303,454,130,498,1612,798,366,771,848
5715,418,0,146,3318,1500,190,262,94,1207,3108,0,1468,3345,558,324,234,482,505,1052,325,3047,857,1099,1291,1029,1400,158,2154,8177,62,485,1297,4,1194,38,1093,344,654,316,1729,2156,1776,480,1824,1322
5716,1539,10,416,6152,1940,462,379,255,2294,8382,343,1678,4845,2219,921,83,1115,1568,1647,857,7681,778,1372,1780,2945,2330,454,4543,8735,191,597,1632,260,3488,605,1043,597,890,600,1481,3285,3191,1022,2921,2594
5717,412,7,296,1596,679,69,264,57,637,3985,424,1367,3598,849,496,39,104,629,569,416,2015,141,787,248,495,897,94,1324,3848,60,354,734,85,1094,102,482,307,687,113,822,1328,491,486,1038,1127
5718,327,45,277,1924,793,91,149,153,1553,3589,236,601,1722,588,389,41,371,655,573,479,2780,392,221,511,366,1067,129,1542,3314,51,553,491,12,1071,126,408,324,120,88,574,1298,1311,108,1146,1065
5719,260,0,54,1717,358,11,65,88,745,2175,28,1067,1782,384,425,50,106,371,149,204,1446,136,559,288,388,409,77,512,1735,0,63,280,16,694,90,399,81,379,51,492,1089,1054,209,623,629
5720,539,0,227,2582,499,40,315,72,956,1804,183,1349,2473,548,364,44,149,152,391,162,1207,343,479,66,351,532,180,1009,2664,41,252,647,26,972,57,327,397,707,105,586,707,1073,248,950,582
5721,197,15,157,855,348,11,72,92,299,1880,38,1174,1894,388,275,44,212,168,186,139,1073,61,488,135,243,412,3,425,1992,23,125,550,38,422,10,265,131,157,125,521,578,616,79,506,385
5722,290,3,74,1409,345,70,70,47,644,2215,0,416,712,365,137,30,68,278,227,193,995,236,114,319,279,564,59,615,1871,56,193,343,22,503,110,163,161,191,150,372,138,619,113,537,401
5723,479,17,59,1320,541,99,148,19,1043,2125,48,767,2337,633,437,49,68,259,415,189,2009,197,499,374,302,604,36,921,2509,5,228,345,40,943,177,197,249,384,57,301,1302,229,508,1039,943
5724,413,7,173,1629,411,121,125,65,971,2402,170,865,1730,402,269,28,253,320,327,198,1398,241,595,346,357,433,72,859,1938,5,281,528,64,423,64,404,181,432,50,579,778,667,160,631,554
5725,311,0,80,894,269,89,43,135,882,1214,0,768,1099,23,217,32,69,135,367,416,852,141,287,109,284,215,7,431,1936,3,126,585,46,376,91,71,126,281,14,447,233,811,103,921,706
5726,389,27,103,1450,410,49,72,11,1325,2518,9,1002,2339,469,406,119,132,243,459,387,1638,309,520,345,447,555,58,722,2774,46,180,639,15,896,59,150,324,357,79,611,1206,801,275,640,1068
5727,1150,0,231,3721,1809,491,249,184,3269,8512,705,3496,7599,1374,788,138,256,1404,633,507,2437,809,2035,1184,954,1424,155,2173,8620,93,745,1855,24,2159,159,1336,672,860,443,1383,3085,2254,725,2219,2054
5728,488,60,262,2601,668,320,285,191,1204,3822,96,958,1552,774,394,123,210,574,372,288,1996,341,480,552,766,645,171,1221,3064,40,306,672,26,992,3,667,294,585,160,739,1352,1035,434,996,1052
5729,941,220,527,2236,1673,442,43,106,2682,5334,297,2777,7317,765,720,197,423,669,685,808,3053,451,1243,966,595,1494,295,1998,8354,9,8,1481,57,1311,194,1436,470,1264,451,1941,470,2256,410,2165,1629
5730,129,2,67,1017,293,121,91,160,646,1715,80,352,691,358,258,42,107,151,340,146,1318,94,154,41,188,420,46,667,1768,9,156,511,4,237,52,100,153,119,38,80,686,475,104,634,499
5731,1645,1,319,7494,1868,271,500,428,3721,6783,684,3330,10498,1113,1095,208,735,1602,1327,727,5978,1128,1853,1446,1206,1828,379,2414,10345,174,802,1974,115,2781,221,2032,408,1357,243,1908,3860,2795,1085,2761,504
5732,245,6,169,1465,306,15,58,72,701,2091,78,657,1849,442,183,49,124,245,373,228,1370,226,404,117,174,397,40,857,1341,16,228,442,0,580,28,180,93,386,35,336,769,467,175,634,735
5733,1526,117,402,5171,865,332,417,0,1986,5995,200,2310,3492,1047,792,89,665,906,988,426,4343,540,973,640,930,1823,276,2485,5152,99,622,1771,6,1053,390,1736,526,1171,255,1475,643,684,609,1938,1094
5734,865,65,537,6328,1006,215,693,374,2641,4701,320,1736,4818,815,656,88,299,871,916,505,2189,371,978,1098,904,1323,245,2834,5085,27,202,633,34,850,263,1386,289,1062,323,813,3067,1668,390,1077,1049
5735,515,57,297,1890,1301,180,362,261,1249,5117,357,2516,4020,622,515,448,216,755,608,650,2737,188,986,412,884,754,5,1520,6085,98,714,566,40,1344,2,1367,513,599,368,1053,1908,1707,450,1332,1189
5736,563,5,172,2457,930,406,410,49,1913,5050,147,2396,5051,316,480,123,211,1068,712,449,3300,329,689,850,867,838,63,1243,5451,48,362,1168,53,113,207,898,385,820,117,789,1345,1879,260,1784,1136
5737,922,11,503,3388,1461,291,902,73,1719,9142,423,3498,5956,1720,470,378,952,384,1091,241,3421,360,1315,432,516,2048,95,1733,6117,185,447,1478,0,1125,438,943,473,1376,248,836,3271,1982,434,1401,1673
5738,245,56,58,1195,349,16,222,38,756,1370,166,697,1051,395,121,64,72,316,184,327,791,168,292,373,192,444,19,632,1746,8,219,591,30,338,42,431,114,360,28,194,574,867,221,561,200
